date,time,longitude,latitude,attack_type,location_description,nearest_country,eez_country,shore_distance,shore_longitude,shore_latitude,attack_description,vessel_name,vessel_type,vessel_status,data_source
17-07-2012,NA,101.462,1.7178,Boarded,"Dumai Anchorage, Indonesia",IDN,IDN,3.823324027,101.4907333,1.736761786,NA,K. Neptune,NA,Anchored,mappingpiracy
18-07-2012,NA,113.9167,4.4,Boarded,"4.6 nm off coast of Miri, Sarawak, Malaysia",MYS,MYS,6.471210726,113.9606226,4.361517645,NA,Arifah Aryana,NA,Anchored,mappingpiracy
18-07-2012,NA,34.8333,-19.8167,Boarded,"Beira Port, Mozambique",MOZ,MOZ,1.393527651,34.83277429,-19.82927825,NA,Wehr Blankenese,NA,Berthed,mappingpiracy
21-07-2012,NA,29.8,31.15,Attempted,"Berth No. 92, El Dekheila Port, Egypt",EGY,EGY,1.231966555,29.80933679,31.14232005,NA,King Hakan,NA,Berthed,mappingpiracy
22-07-2012,NA,103.4667,1.1,Boarded,"Karimun Transhipment Anchorage, Indonesia",IDN,IDN,7.23040298,103.428396,1.047186591,NA,Eagle Auriga,NA,Anchored,mappingpiracy
27-07-2012,NA,42.65,13.5667,Attempted,Red Sea,YEM,ERI,11.51804621,42.68848718,13.66376374,NA,Maa Samuda Khatun,NA,Steaming,mappingpiracy
27-07-2012,NA,116.9363,7.0048,Hijacked,"Between Kudat Port and Bangi Island, Sabah, Malaysia (Measured halfway between Kudat Port and Bangi Island)",MYS,MYS,11.82746115,116.8381454,6.962144273,NA,Woodman 38 & Woodman 39,NA,Steaming,mappingpiracy
27-07-2012,NA,1.2833,6,Attempted,"Around 8nm of Lome, Togo",GHA,TGO,14.6457172,1.199554884,6.102525132,NA,Blue Sky I,NA,Anchored,mappingpiracy
27-07-2012,NA,1.3,6.0833,Boarded,"Lome Anchorage, Around 3 nm SE off breakwater, Togo",TGO,TGO,6.43482218,1.271006707,6.133734442,NA,Ursula,NA,Anchored,mappingpiracy
28-07-2012,NA,112.7262,-7.1975,Boarded,"Tanjung Perak Port, Surabaya, Indonesia",IDN,IDN,2.25619959,112.7451278,-7.205173435,NA,Sichem Fumi,NA,Berthed,mappingpiracy
30-07-2012,NA,1.275,6.0417,Attempted,"Lome Anchorage, Togo",TGO,TGO,10.18738603,1.271006707,6.133734442,NA,Eships Dugon,NA,Anchored,mappingpiracy
31-07-2012,NA,-77.1617,3.6567,Boarded,"Buenaventura Anchorage, Colombia",COL,COL,0.084560186,-77.16185462,3.655951239,NA,Nord Aarhus,NA,Anchored,mappingpiracy
02-08-2012,NA,101.465,1.7133,Boarded,"Dumai Anchorage, Indonesia (Used coordinates from other observations)",IDN,IDN,3.863804915,101.4907333,1.736761786,NA,Highbury Park,NA,Anchored,mappingpiracy
03-08-2012,NA,6.6667,3.7667,Boarded,"Around 45 nm SW of Bonny Island, Nigeria",NGA,NGA,62.60242063,6.618500196,4.330755927,NA,Jascon 33,NA,Anchored,mappingpiracy
06-08-2012,NA,1.2667,6.05,Attempted,"4nm SW of Lome Breakwater, Lome Anchorage, Togo",TGO,TGO,9.272186193,1.271006707,6.133734442,NA,Ternen,NA,Anchored,mappingpiracy
06-08-2012,NA,106.8932,-6.005,Boarded,"Tanjung Priok Anchorage, Jakarta, Indonesia",IDN,IDN,11.71834387,106.9990341,-6.003513279,NA,Ruby Indah,NA,Anchored,mappingpiracy
09-08-2012,NA,91.7417,22.1517,Boarded,"Chittagong Inner Anchorage, Bangladesh",BGD,BGD,8.007892721,91.81299889,22.18032461,NA,Otto Schulte,NA,Anchored,mappingpiracy
10-08-2012,NA,-13.545,8.5,Boarded,"Freetown Outer Anchorage, Sierra Leone",SLE,SLE,28.43200659,-13.28677324,8.50023021,NA,Nord Sincere,NA,Anchored,mappingpiracy
16-08-2012,NA,11.8167,-4.75,Boarded,"Pointe Noire Anchorage, The Congo",COG,COG,2.604230631,11.82406903,-4.772359805,NA,Pacific Retriever,NA,Anchored,mappingpiracy
17-08-2012,NA,91.7,21.8667,Boarded,"Kutubdia Anchorage, Bangladesh",BGD,BGD,13.74226142,91.83253014,21.87669505,NA,Triton Stork,NA,Anchored,mappingpiracy
17-08-2012,NA,103.7,1.0667,Boarded,Singapore Straits,IDN,IDN,16.98661126,103.8388778,1.002997137,NA,Bina Marine 61,NA,Steaming,mappingpiracy
17-08-2012,NA,104.175,1.1067,Boarded,"Around 1.3 nm off Kabil Port, Batam, Indonesia",IDN,IDN,2.951503715,104.1517033,1.119452216,NA,Pacific Buccaneer,NA,Anchored,mappingpiracy
18-08-2012,NA,1.2743,6.056,Hijacked,"Lome Anchorage, Togo",TGO,TGO,8.604129015,1.271006707,6.133734442,NA,Annuket Emerald,NA,Steaming,mappingpiracy
19-08-2012,NA,103.6533,0.9508,Boarded,"Selat Durian, Indonesia",IDN,IDN,11.81029792,103.7262476,0.873236395,NA,Marcopolo 17 & Marcopolo 268,NA,Steaming,mappingpiracy
21-08-2012,NA,-13.9717,9.265,Boarded,"Around 20 nm SW of Conakry Port, Guinea",GIN,GIN,38.19919424,-13.7224015,9.505804755,NA,Costanza,NA,Anchored,mappingpiracy
28-08-2012,NA,1.2667,6,Hijacked,"Lome Anchorage, Togo",GHA,TGO,13.55730124,1.199554884,6.102525132,NA,Energy Centurion,NA,Anchored,mappingpiracy
28-08-2012,NA,117.5983,-0.2567,Boarded,"Muara Berau Anchorage, Samarinda, Indonesia",IDN,IDN,14.27844396,117.4953719,-0.333754165,NA,Miletus,NA,Anchored,mappingpiracy
28-08-2012,NA,103.9,1.05,Boarded,"PT Global Industries Yard, Batam, Indonesia",IDN,IDN,2.03367293,103.9182235,1.051336981,NA,Svitzer Beta,NA,Berthed,mappingpiracy
31-08-2012,NA,101.465,1.7133,Boarded,"Dumai Anchorage, Indonesia",IDN,IDN,3.863804915,101.4907333,1.736761786,NA,Taiho Maru,NA,Anchored,mappingpiracy
02-09-2012,NA,117.5967,-0.2225,Boarded,"Muara Berau Anchorage, Samarinda, Indonesia",IDN,IDN,15.54436977,117.4619247,-0.185723566,NA,IS Trinity,NA,Anchored,mappingpiracy
03-09-2012,NA,98.7767,3.9167,Boarded,"Belawan Anchorage, Indonesia",IDN,IDN,9.644296875,98.7002688,3.875304345,NA,Rudolf Schulte,NA,Anchored,mappingpiracy
04-09-2012,NA,104.1432,1.1063,Boarded,"Kabil Port, Batam, Indonesia (Located coordinates)",IDN,IDN,1.735132041,104.1517033,1.119452216,NA,Bum Chin,NA,Berthed,mappingpiracy
05-09-2012,NA,2.9333,6.1833,Hijacked,"Lagos Anchorage, Nigeria",NGA,NGA,22.7678375,2.927744988,6.389105536,NA,Abu Dhabi Star,NA,Steaming,mappingpiracy
07-09-2012,NA,88.0167,21.6667,Boarded,"Sagar Anchorage, Haldia, India",IND,IND,2.649064198,88.04224694,21.66815827,NA,Malhari,NA,Anchored,mappingpiracy
08-09-2012,NA,104.61,-5.5817,Boarded,"Teluk Semangka, Indonesia",IDN,IDN,8.844828829,104.5332137,-5.559828383,NA,BW Broker,NA,Anchored,mappingpiracy
08-09-2012,NA,9.6667,4.0432,Boarded,"Douala Port, Cameroon (Located coordinates)",CMR,CMR,1.433304206,9.675629102,4.033840236,NA,Emmanuel,NA,Berthed,mappingpiracy
08-09-2012,NA,103.5802,1.2303,Boarded,"Tanjung Piai, Johor, Malaysia",MYS,SGP,8.377390615,103.516368,1.270453192,NA,Kiel,NA,Anchored,mappingpiracy
09-09-2012,NA,2.8893,6.1505,Attempted,"Around 34nm SW of Lagos, Nigeria",NGA,NGA,26.72754279,2.927744988,6.389105536,NA,Torm Gertrud,NA,Steaming,mappingpiracy
11-09-2012,NA,98.7667,3.9,Boarded,"Belawan Anchorage, Indonesia",IDN,IDN,7.867339921,98.7002688,3.875304345,NA,Sinar Banten,NA,Anchored,mappingpiracy
14-09-2012,NA,103.4657,1.2473,Boarded,"3 nm off Tanjung Piai, Malaysia",MYS,MYS,6.192947523,103.516368,1.270453192,NA,Scorpio,NA,Anchored,mappingpiracy
16-09-2012,NA,106.8867,-6.0338,Boarded,"Jakarta Anchorage, Indonesia",IDN,IDN,9.351947355,106.8377385,-6.102715753,NA,E.R. Copenhagen,NA,Anchored,mappingpiracy
19-09-2012,NA,91.7667,22.1667,Boarded,"Chittagong Anchorage, Bangladesh (Used other cases)",BGD,BGD,5.007752344,91.81299889,22.18032461,NA,Liberty Prrudencia,NA,Anchored,mappingpiracy
21-09-2012,NA,-72.3668,18.5515,Boarded,"Port Au Prince-Anchorage, Haiti",HTI,HTI,2.286758866,-72.34569251,18.54686107,NA,Western Cruiser,NA,Anchored,mappingpiracy
24-09-2012,NA,103.59,1.1183,Attempted,"Nipah Anchorage, Indonesia",MYS,IDN,18.71399386,103.516368,1.270453192,NA,E Elephant,NA,Anchored,mappingpiracy
25-09-2012,NA,104.235,1.2683,Boarded,"6.8 nm NW of Bintan Island, Indonesia",MYS,IDN,8.787898733,104.2192489,1.346177476,NA,Go Canopus,NA,Steaming,mappingpiracy
29-09-2012,NA,98.7817,3.9183,Boarded,"Belawan Anchorage, Indonesia (Used coordinates from other observation)",IDN,IDN,10.21761728,98.7002688,3.875304345,NA,Fairchem Colt,NA,Anchored,mappingpiracy
04-10-2012,NA,1.4183,4.8133,Hijacked,"Around 80 nm S of Lome, Togo",GHA,GHA,119.7100222,0.954844597,5.791083075,NA,Wappen Von Hamburg,NA,Steaming,mappingpiracy
05-10-2012,NA,-4.0613,5.2093,Hijacked,"3 nm S of Abidjan Port Anchorage, Ivory Coast",CIV,CIV,6.240446975,-4.059193489,5.26569245,NA,Orfeas,NA,Anchored,mappingpiracy
05-10-2012,NA,117.55,-0.2317,Boarded,"Muara Berau Anchorage, Samarinda, Indonesia",IDN,IDN,10.81569878,117.4563908,-0.205498956,NA,Ken Spirit,NA,Anchored,mappingpiracy
05-10-2012,NA,32.55,29.8167,Boarded,"Suez Anchorage, Egypt",EGY,EGY,5.332791195,32.6045028,29.82416413,NA,Henry Hudson Bridge,NA,Anchored,mappingpiracy
08-10-2012,NA,91.7217,22.2317,Boarded,"Chittagong Inner Anchorage, Bangladesh",BGD,BGD,6.046915471,91.77165775,22.26032136,NA,Vilisia,NA,Anchored,mappingpiracy
10-10-2012,NA,50.65,0.4333,Attempted,"Around 320nm ESE of Mogadishu, Somalia",SOM,NA,522.2572253,47.33562259,3.778753973,NA,Izurdia,NA,Steaming,mappingpiracy
12-10-2012,NA,104.3067,1.3467,Boarded,"Around 1.57 nm SSE of Pulau Mungging, Malaysia",MYS,MYS,3.984035574,104.2773544,1.36733633,NA,Ever Joy,NA,Anchored,mappingpiracy
13-10-2012,NA,91.7433,22.2517,Boarded,"Chittagong Anchorage 'A', Bangladesh",BGD,BGD,3.074949686,91.77165775,22.26032136,NA,Samjin,NA,Anchored,mappingpiracy
15-10-2012,NA,6.2333,3.65,Boarded,"Around 40 nm S of Brass, Nigeria",NGA,NGA,69.95016312,6.188731316,4.280991929,NA,Bourbon Liberty,NA,Steaming,mappingpiracy
15-10-2012,NA,104.17,1.1117,Boarded,"Kabil Citranusa Port, Batam, Indonesia",IDN,IDN,2.209454356,104.1517033,1.119452216,NA,AAL Bangkok,NA,Anchored,mappingpiracy
16-10-2012,NA,-13.765,9.4017,Boarded,"Conakry Roads, Guinea",GIN,GIN,12.42844685,-13.7224015,9.505804755,NA,Marciana,NA,Anchored,mappingpiracy
16-10-2012,NA,117.5933,-0.26,Boarded,"Muara Berau Anchorage, Samarinda, Indonesia",IDN,IDN,13.61412373,117.4953719,-0.333754165,NA,Bulk Neptune,NA,Anchored,mappingpiracy
17-10-2012,NA,105.1783,0.8817,Boarded,"Around 19.4 nm E of Pulau Mapur, Indonesia",IDN,IDN,37.68554529,104.8527938,0.975490627,NA,Salvage Champion,NA,Steaming,mappingpiracy
18-10-2012,NA,109.6517,2.0765,Boarded,"Tanjung Datu, Sarawak, Malaysia (This is a park reference. Measurement made 1km off coast on Malay side of peninsula.)",IDN,MYS,0.968743089,109.645437,2.082586981,NA,Hub I,NA,Steaming,mappingpiracy
18-10-2012,NA,104.8,1.3,Boarded,"Off Pulau Bintan, Indonesia",IDN,IDN,25.31318007,104.5869247,1.219916083,NA,Hub III,NA,Steaming,mappingpiracy
19-10-2012,NA,103.42,1.139,Boarded,"Karimun STS Anchorage, Indonesia (Located coordinates)",IDN,IDN,3.494554979,103.3898218,1.130275783,NA,Northia,NA,Anchored,mappingpiracy
20-10-2012,NA,98.7817,3.9183,Boarded,"Belawan Anchorage, Indonesia",IDN,IDN,10.21761728,98.7002688,3.875304345,NA,Pearl River Bridge,NA,Anchored,mappingpiracy
21-10-2012,NA,98.7017,3.7967,Attempted,"Belawan International Container Terminal, Indonesia",IDN,IDN,1.262897926,98.71062259,3.803778387,NA,Pearl River Bridge,NA,Berthed,mappingpiracy
24-10-2012,NA,5.4183,3.9067,Attempted,"Niger Estuary, Port Harcourt, Nigeria",NGA,NGA,72.88208423,5.867523634,4.387274481,NA,Baco-Liner 2,NA,Steaming,mappingpiracy
27-10-2012,NA,98.7733,3.8983,Boarded,"Belawan Outer Anchorage, Indonesia",IDN,IDN,8.500469382,98.7002688,3.875304345,NA,Glovis Mermaid,NA,Anchored,mappingpiracy
27-10-2012,NA,98.7833,3.9333,Boarded,"Belawan Anchorage, Indonesia",IDN,IDN,11.23243576,98.7002688,3.875304345,NA,MSC London,NA,Anchored,mappingpiracy
27-10-2012,NA,114.465,-3.6917,Boarded,"Taboneo Anchorage, Banjarmasin, Indonesia",IDN,IDN,15.76929869,114.5964462,-3.637872003,NA,Medi Imabari,NA,Anchored,mappingpiracy
02-11-2012,NA,116.635,-1.6967,Boarded,"Adang Bay Anchorage, Indonesia",IDN,IDN,13.21147432,116.557465,-1.606215102,NA,Vishva Nidhi,NA,Anchored,mappingpiracy
03-11-2012,NA,106.91,-6.0067,Boarded,"Jakarta Anchorage, Indonesia",IDN,IDN,9.863496629,106.9990341,-6.003513279,NA,Westerdick,NA,Anchored,mappingpiracy
06-11-2012,NA,106.1903,1.743,Boarded,"Around 58 nm south of Pulau Airabu, Anambas Islands, Indonesia",IDN,IDN,109.581733,106.2378036,2.732855536,NA,Highline 66 & Hub 18,NA,Steaming,mappingpiracy
11-11-2012,NA,-81.3197,-4.5693,Boarded,"Talara Anchorage, Peru",PER,PER,2.496124136,-81.30793209,-4.550062758,NA,Overseas Jademar,NA,Anchored,mappingpiracy
11-11-2012,NA,104.2967,1.3217,Boarded,"Around 2 nm SSW of Pulau Mungging, Malaysia",MYS,MYS,5.486317857,104.2773544,1.36733633,NA,Yunita,NA,Anchored,mappingpiracy
13-11-2012,NA,-80.0867,-2.52,Boarded,"Guayaquil, Ecuador",ECU,ECU,4.446084967,-80.05553138,-2.545179946,NA,Madeleine,NA,Steaming,mappingpiracy
16-11-2012,NA,-75.5237,10.3167,Boarded,"Cartagena Inner Anchorage, Colombia",COL,COL,0.880733613,-75.52725176,10.30955638,NA,JBU Schelde,NA,Anchored,mappingpiracy
16-11-2012,NA,98.8067,3.9317,Boarded,"7.4 nm E of Nipahlarangan, Belawan, Indonesia",IDN,IDN,13.36472674,98.7002688,3.875304345,NA,Moor,NA,Anchored,mappingpiracy
17-11-2012,NA,112.658,-7.091,Boarded,"Surabaya Inner Anchorage, Indonesia",IDN,IDN,4.029900496,112.6337997,-7.063734633,NA,Nord Copenhagen,NA,Anchored,mappingpiracy
18-11-2012,NA,109.0897,3.2837,Hijacked,South China Sea,IDN,IDN,38.72637226,108.8813583,3.002997137,NA,Zafirah,NA,Steaming,mappingpiracy
20-11-2012,NA,-69.3077,18.4417,Boarded,"San Pedro de Macoris Port, Dominican Republic (Located coordinates)",DOM,DOM,1.249089115,-69.31509355,18.4505069,NA,CPO Norway,NA,Berthed,mappingpiracy
21-11-2012,NA,106.9167,-6.0167,Boarded,"East Cargo Anchorage, Jakarta, Indonesia",IDN,IDN,9.231251222,106.9990341,-6.003513279,NA,CMB Maxime,NA,Anchored,mappingpiracy
21-11-2012,NA,116.634,-1.7153,Boarded,"Adang Bay Anchorage, Indonesia",IDN,IDN,14.61753783,116.5402124,-1.622735284,NA,APJ Kats,NA,Anchored,mappingpiracy
21-11-2012,NA,1.2743,6.056,Attempted,"Lome Anchorage, Togo",TGO,TGO,8.604129015,1.271006707,6.133734442,NA,Ocean Atlas,NA,Anchored,mappingpiracy
24-11-2012,NA,116.7883,-1.46,Boarded,"Lawe-Lawe Anchorage, Balikpapan, Indonesia",IDN,IDN,10.85830279,116.7623804,-1.365329685,NA,Kiowa Spirit,NA,Anchored,mappingpiracy
24-11-2012,NA,82.4167,17.0333,Boarded,"Kakinada Anchorage, India",IND,IND,9.09050359,82.34205163,17.07318757,NA,APJ Shirin,NA,Anchored,mappingpiracy
25-11-2012,NA,-75.56,10.3067,Boarded,"Cartagena Anchorage, Colombia",COL,COL,2.199919561,-75.56338457,10.28709545,NA,Freja Andromeda,NA,Anchored,mappingpiracy
27-11-2012,NA,98.7633,3.9317,Boarded,"Belawan Anchorage, Indonesia",IDN,IDN,9.375298629,98.7002688,3.875304345,NA,Torm Helvig,NA,Anchored,mappingpiracy
27-11-2012,NA,117.6667,-0.3087,Boarded,"Samarinda Anchorage, Indonesia",IDN,IDN,12.82764976,117.6301376,-0.418715102,NA,Hispanic G,NA,Anchored,mappingpiracy
29-11-2012,NA,106.9,-6.025,Boarded,"Tanjung Priok Anchorage, Indonesia",IDN,IDN,11.01669599,106.8377385,-6.102715753,NA,Kasugta,NA,Anchored,mappingpiracy
30-11-2012,NA,1.305,6.0383,Attempted,"Lome Anchorage, Togo",TGO,TGO,11.20455384,1.271006707,6.133734442,NA,Atlantic Lily,NA,Anchored,mappingpiracy
30-11-2012,NA,104.5675,1.4373,Boarded,"Around 12 nm N of Bintan Island, Indonesia",IDN,IDN,23.4475341,104.5756942,1.225409247,NA,Hua An,NA,Anchored,mappingpiracy
30-11-2012,NA,76.05,10,Boarded,"Cochin Outer Anchorage, India",IND,IND,18.2491006,76.21461022,10.02448151,NA,Pecos,NA,Anchored,mappingpiracy
01-12-2012,NA,116.9833,-1.3833,Attempted,"Balikpapan Outer Anchorage, Indonesia",IDN,IDN,16.10801478,116.9576929,-1.239922784,NA,Triton Lark,NA,Anchored,mappingpiracy
05-12-2012,NA,98.7007,3.7837,Boarded,"Belawan Port, Indonesia",IDN,IDN,2.478769812,98.71062259,3.803778387,NA,K. Neptune,NA,Berthed,mappingpiracy
08-12-2012,NA,98.7917,3.9183,Attempted,"Belawan Roads, Indonesia",IDN,IDN,11.21260838,98.7002688,3.875304345,NA,Kore,NA,Anchored,mappingpiracy
10-12-2012,NA,114.44,-3.73,Boarded,"Taboneo Anchorage, Indonesia",IDN,IDN,19.6797072,114.6110946,-3.683851821,NA,Name Withheld,NA,Anchored,mappingpiracy
11-12-2012,NA,1.2722,6.0738,Attempted,"Lome Anchorage, Togo",TGO,TGO,6.62927605,1.271006707,6.133734442,NA,Faouet,NA,Anchored,mappingpiracy
11-12-2012,NA,104.0059,1.2932,Boarded,"Around 3 nm S of Tanjung Stapa, Pengerang, Johor, Malaysia",SGP,SGP,5.722197884,103.9748641,1.334458726,NA,Merlion Dua,NA,Anchored,mappingpiracy
13-12-2012,NA,5.33,4.2667,Attempted,"Around 25nm SW offshore, Bayelsa, Nigeria",NGA,NGA,50.3610498,5.594899936,4.636460679,NA,PM Salem,NA,Steaming,mappingpiracy
14-12-2012,NA,120.7593,32.004,Boarded,"Nantong Working Anchorage, China",CHN,CHN,2.968690801,120.7503539,31.97833628,NA,Loreto,NA,Anchored,mappingpiracy
15-12-2012,NA,57.5383,24.6,Boarded,"(About 80 nm NW of Musacat, Gulf of Oman) Off Somalia",OMN,OMN,80.35655024,57.05827884,24.02309805,NA,Torm Kristina,NA,Steaming,mappingpiracy
15-12-2012,NA,59.1333,24.1667,Attempted,"Around 45nm NE of Muscat, Gulf of Oman, off Somalia",OMN,OMN,78.84397604,58.76205488,23.54205964,NA,Agistri,NA,Steaming,mappingpiracy
17-12-2012,NA,5.6212,3.7348,Boarded,"40 nm from coastline, Nigeria",NGA,NGA,75.57141418,5.946299675,4.335191148,NA,SP Brussels,NA,Steaming,mappingpiracy
17-12-2012,NA,4.35,5.36,Boarded,"Enroute Mobil Erah Oilfield, Nigeria",NGA,NGA,89.19054078,5.044688347,5.767482815,NA,WAO Brass,NA,Steaming,mappingpiracy
18-12-2012,NA,49.1543,11.3,Hijacked,"Bossaso Anchorage, Somalia",SOM,SOM,5.639620341,49.10840905,11.2765974,NA,Dae San,NA,Anchored,mappingpiracy
20-12-2012,NA,98.7817,3.95,Boarded,"Belawan Anchorage, Indonesia",IDN,IDN,12.24811617,98.7002688,3.875304345,NA,Clipper Karen,NA,Anchored,mappingpiracy
20-12-2012,NA,57.9133,24.7817,Attempted,"Around 25nm S of Bandar-e-Jask, Iran/Gulf of Oman, off Somalia",IRN,IRN,88.04597094,58.13786869,25.54979076,NA,Tsurumi,NA,Steaming,mappingpiracy
23-12-2012,NA,5.2333,4.0167,Boarded,"40 nm from coastline, Bayelsa State, Nigeria",NGA,NGA,77.21817947,5.749766472,4.48444245,NA,Asso Venturo,NA,Steaming,mappingpiracy
23-12-2012,NA,-4,5.2932,Boarded,"Abidjan Anchorage, Ivory Coast (Located coordinates)",CIV,CIV,1.264980512,-3.999623176,5.30463288,NA,Madonna 1,NA,Anchored,mappingpiracy
29-12-2012,NA,114.4617,-3.7183,Boarded,"Taboneo Anchorage, Indonesia",IDN,IDN,17.02762754,114.6110946,-3.683851821,NA,Sanko Mercury,NA,Anchored,mappingpiracy
29-12-2012,NA,114.4267,-3.7383,Boarded,"Taboneo Anchorage, Indonesia",IDN,IDN,21.35047511,114.6110946,-3.683851821,NA,Nord Discovery,NA,Anchored,mappingpiracy
03-01-2013,NA,70.05,22.8167,Boarded,"Kandla Outer Anchorage, India",IND,IND,10.12678197,69.99691817,22.8937849,NA,Jade Sky,NA,Anchored,mappingpiracy
04-01-2013,NA,116.8167,-1.2667,Boarded,"Jetty No. 5C, Balikpapan Port, Indonesia",IDN,IDN,0.681353837,116.8198348,-1.261407159,NA,Histria Prince,NA,Berthed,mappingpiracy
05-01-2013,NA,51.8517,3.12,Attempted,"Around 400NM ENE of Mogadishu, Somalia",SOM,NA,441.2112078,48.64673913,5.480047919,NA,MSC Jasmine,NA,Steaming,mappingpiracy
08-01-2013,NA,103.63,1.1917,Boarded,Singapore Straits,SGP,IDN,13.03495036,103.6652938,1.304103908,NA,De Hui & Haiyangshiyou 229,NA,Steaming,mappingpiracy
09-01-2013,NA,-58.1867,6.7533,Boarded,"LPG Berth, Ramsburg Termina, Georgetown, Guyana",GUY,GUY,6.910342276,-58.16966712,6.813421942,NA,Coniston,NA,Berthed,mappingpiracy
12-01-2013,NA,116.7783,-1.185,Boarded,"Balikpapan Anchorage, Indonesia",IDN,IDN,2.199479506,116.7924911,-1.171156508,NA,Hua Heng 167,NA,Anchored,mappingpiracy
13-01-2013,NA,-77.1,3.8667,Boarded,"Buenaventura Inner Anchorage, Colombia",COL,COL,2.240393039,-77.11449134,3.852606512,NA,Hellespont Crusader,NA,Anchored,mappingpiracy
15-01-2013,NA,11.7783,-4.7317,Boarded,"Pointe Noire Anchorage, The Congo",COG,COG,5.277622076,11.8240666,-4.71868255,NA,Grand,NA,Anchored,mappingpiracy
16-01-2013,NA,91.7225,22.2842,Boarded,"Chittagong Anchorage, Bangladesh",BGD,BGD,5.714889372,91.77165775,22.26032136,NA,Diana Bolten,NA,Anchored,mappingpiracy
16-01-2013,NA,-4,5.2932,Hijacked,"Abidjan Anchorage, Ivory Coast",CIV,CIV,1.264980512,-3.999623176,5.30463288,NA,Itri,NA,NA,mappingpiracy
17-01-2013,NA,116.94,-1.3667,Boarded,"Balikpapan Outer Anchorage, Indonesia",IDN,IDN,14.15598594,116.9576929,-1.239922784,NA,Torm Ohio,NA,Anchored,mappingpiracy
22-01-2013,NA,101.4867,1.705,Boarded,"Dumai Inner Anchorage, Indonesia",IDN,IDN,3.034457899,101.4944768,1.678697007,NA,Siva Mumbai,NA,Anchored,mappingpiracy
23-01-2013,NA,-81.2833,-4.5667,Boarded,"MBM Terminal, Talara Port, Peru",PER,PER,3.294891753,-81.30793209,-4.550062758,NA,Overseas Pearlmar,NA,Berthed,mappingpiracy
24-01-2013,NA,108.7557,2.1388,Boarded,"20NM WNW of Pulau Merendung, South China Sea",IDN,IDN,48.7965185,109.0267033,2.485825914,NA,Manyplus 12 and Highline 22,NA,steaming,mappingpiracy
27-01-2013,NA,82.4133,17.025,Boarded,"Kakinada Anchorage, India",IND,IND,9.272086011,82.34205163,17.07318757,NA,Champion Trust,NA,Anchored,mappingpiracy
29-01-2013,NA,88.1683,20.9433,Boarded,"Haldia Anchorage, India",IND,IND,68.27891577,88.25440514,21.55467357,NA,BW Yangtze,NA,Anchored,mappingpiracy
31-01-2013,NA,5.8183,3.7717,Attempted,"Around 45NM SSW of Brass, Nigeria",NGA,NGA,63.4580262,6.004893425,4.314113674,NA,Olivia II,NA,Steaming,mappingpiracy
31-01-2013,NA,-16.995,20.885,Boarded,"Nouadhibou Anchorage, Mauritania",MRT,MRT,4.337405866,-17.03575599,20.87677643,NA,Damaco Francia,NA,Anchored,mappingpiracy
31-01-2013,NA,120.9,14.55,Boarded,"Manila South Quarantine Anchorage, Philippines",PHL,PHL,7.846444046,120.9588322,14.59178295,NA,AAL Nanjing,NA,Anchored,mappingpiracy
02-02-2013,NA,98.81,3.9267,Attempted,"Belawan Anchorage, Indonesia",IDN,IDN,13.44713818,98.7002688,3.875304345,NA,Fairchem Stallion,NA,Anchored,mappingpiracy
03-02-2013,NA,-3.907,4.123,Hijacked,"70NM South of Abidjan, Ivory Coast",CIV,CIV,119.1554086,-3.827504036,5.197577216,NA,Gascogne,NA,Steaming,mappingpiracy
04-02-2013,NA,3.4095,6.3193,Attempted,"Lagos Anchorage, Nigeria",NGA,NGA,9.098600027,3.384532097,6.397691148,NA,Pyxis Delta,NA,Anchored,mappingpiracy
04-02-2013,NA,107.0167,10.5667,Boarded,"Cat Lai Terminal, Ho Chi Minh City Port, Vietnam",VNM,VNM,0.721780757,107.0114038,10.56281159,NA,Wehr Blankenese,NA,Berthed,mappingpiracy
06-02-2013,NA,116.61,-1.6967,Boarded,"Adang Bay Anchorage, Indonesia",IDN,IDN,11.27799595,116.5402124,-1.622735284,NA,Ince Inebolu,NA,Anchored,mappingpiracy
07-02-2013,NA,5.8853,3.6747,Hijacked,"40NM SSW of Brass Terminal, Nigeria",NGA,NGA,70.73320991,6.112803582,4.272162177,NA,Armada Tugas I,NA,Steaming,mappingpiracy
07-02-2013,NA,5.8,2.7833,Boarded,"Around 96NM SSW of Brass, Nigeria",NGA,NGA,168.2645661,6.112803582,4.272162177,NA,Esther C,NA,Steaming,mappingpiracy
10-02-2013,NA,6.5898,3.5592,Boarded,"Around 45NM OFF Bonny River, Nigeria",NGA,NGA,84.83315487,6.519867384,4.323146877,NA,Walvis 7,NA,Steaming,mappingpiracy
11-02-2013,NA,6.8762,4.1113,Attempted,"13NM South of Coastline, Nigeria",NGA,NGA,26.30495556,6.845957879,4.347235419,NA,Safmarine Sahel,NA,Steaming,mappingpiracy
12-02-2013,NA,116.7957,-1.2848,Boarded,"Balikpapan Inner Anchorage, Indonesia",IDN,IDN,2.211772731,116.7790633,-1.273858331,NA,Name Withheld,NA,Anchored,mappingpiracy
12-02-2013,NA,101.4545,1.706,Boarded,"Dumai Anchorage, Indonesia",IDN,IDN,3.080174678,101.4270126,1.709295966,NA,Stargate,NA,Anchored,mappingpiracy
